Fecha,Condicion equipos,Equipo,Rival,Número Camiseta,Apellido,Nombre,Nombre completo,Segundos jugados,Tiempo jugado (mm:ss),Puntos,T2A,T2I,T2%,T3A,T3I,T3%,T1A,T1I,T1%,DReb,OReb,TReb,Asistencias,Recuperos,Perdidas,Tapones cometidos,Tapones recibidos,Faltas Cometidas,Faltas Recibidas,Valoracion,Ganado,Estadio,IdPartido,Etapa,Titular,Plus/minus
11/12/2025,LOCAL,CHI,PAR,9,STUARDO,PEDRO,"STUARDO, P.",1783,29:43,13,5,12,41.7,1,2,50.0,0,2,0.0,2,2,4,3,3,2,0,0,3,3,11,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,17
11/12/2025,LOCAL,CHI,PAR,10,SARAVIA,FRANCISCO,"SARAVIA, F.",1571,26:11,25,7,13,53.8,0,4,0.0,11,11,100.0,7,0,7,6,5,4,0,0,1,7,29,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,21
11/12/2025,LOCAL,CHI,PAR,11,DONOSO,PEDRO,"DONOSO, P.",702,11:42,2,1,1,100.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,1,0,4,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,10
11/12/2025,LOCAL,CHI,PAR,15,VELÁSQUEZ,MATEO,"VELÁSQUEZ, M.",862,14:22,10,4,4,100.0,0,0,0.0,2,4,50.0,3,1,4,1,1,1,0,0,2,2,13,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,10
11/12/2025,LOCAL,CHI,PAR,17,QUEZADA,MAXIMILIANO,"QUEZADA, M.",1297,21:37,2,1,2,50.0,0,0,0.0,0,0,0.0,2,0,2,0,0,1,2,0,3,0,4,1,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,15
11/12/2025,VISITANTE,PAR,CHI,3,RADICE,ROBERTO,"RADICE, R.",1769,29:29,11,1,1,100.0,3,6,50.0,0,1,0.0,0,1,1,1,1,3,0,0,5,2,7,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,-26
11/12/2025,VISITANTE,PAR,CHI,5,VERA,LUIS,"VERA, L.",1354,22:34,2,1,2,50.0,0,1,0.0,0,0,0.0,2,1,3,1,0,4,0,0,2,0,0,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,-26
11/12/2025,VISITANTE,PAR,CHI,6,TALAVERA,ALEJANDRO,"TALAVERA, A.",1716,28:36,11,4,9,44.4,1,5,20.0,0,0,0.0,3,0,3,3,4,3,0,0,3,0,9,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,-26
11/12/2025,VISITANTE,PAR,CHI,7,IRALA,MATEO,"IRALA, M.",84,1:24,2,0,1,0.0,0,0,0.0,2,2,100.0,1,1,2,0,0,1,0,0,0,1,2,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,0
11/12/2025,VISITANTE,PAR,CHI,9,VAZQUEZ,JUAN,"VAZQUEZ, J.",669,11:9,4,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0,2,2,2,0,0,0,0,6,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,1
11/12/2025,VISITANTE,PAR,CHI,10,DOMINGUEZ,EVERT,"DOMINGUEZ, E.",63,1:3,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,-1
11/12/2025,VISITANTE,PAR,CHI,14,ESCURRA,MAURICIO,"ESCURRA, M.",2198,36:38,23,4,8,50.0,2,4,50.0,9,9,100.0,10,2,12,3,2,7,1,0,1,8,28,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,-17
11/12/2025,VISITANTE,PAR,CHI,15,HACHEN,RICHARD,"HACHEN, R.",231,3:51,1,0,0,0.0,0,0,0.0,1,2,50.0,0,1,1,0,0,1,0,0,1,1,0,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,5
11/12/2025,VISITANTE,PAR,CHI,21,GONZALEZ,NESTOR,"GONZALEZ, N.",2085,34:45,16,5,14,35.7,1,1,100.0,3,4,75.0,6,2,8,1,0,2,1,0,2,4,14,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,1,-30
11/12/2025,VISITANTE,PAR,CHI,34,GIMENEZ,MAXIMILIANO,"GIMENEZ, M.",1046,17:26,0,0,1,0.0,0,0,0.0,0,4,0.0,4,0,4,1,0,0,2,0,3,3,2,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,1
11/12/2025,VISITANTE,PAR,CHI,55,MOLINAS,JOSE,"MOLINAS, J.",63,1:3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,-1
11/12/2025,VISITANTE,PAR,CHI,81,CUELLAR,EZEQUIEL,"CUELLAR, E.",722,12:2,0,0,0,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,"Estadio Primero de Marzo, Asunción",125529,Grupo B,0,-5
11/12/2025,LOCAL,VEN,BRA,2,TORRES,DEIKER,"TORRES, D.",1229,20:29,10,2,5,40.0,2,3,66.7,0,0,0.0,0,0,0,3,2,1,0,0,1,2,10,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,-5
11/12/2025,LOCAL,VEN,BRA,3,VASQUEZ,JULIO,"VASQUEZ, J.",1826,30:26,16,8,20,40.0,0,5,0.0,0,0,0.0,1,2,3,4,1,1,0,0,2,1,6,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,-9
11/12/2025,LOCAL,VEN,BRA,4,SEGOVIA,RICHARD,"SEGOVIA, R.",1142,19:2,10,1,3,33.3,2,6,33.3,2,2,100.0,1,2,3,2,0,0,0,0,1,2,9,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,-16
11/12/2025,LOCAL,VEN,BRA,7,LARA,JOSE,"LARA, J.",1096,18:16,6,3,5,60.0,0,1,0.0,0,0,0.0,8,1,9,3,1,0,0,0,0,0,16,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,-13
11/12/2025,LOCAL,VEN,BRA,9,PERDOMO,JUAN,"PERDOMO, J.",1198,19:58,12,1,1,100.0,3,5,60.0,1,1,100.0,3,0,3,0,1,2,1,0,3,1,13,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,7
11/12/2025,LOCAL,VEN,BRA,12,MIQUILARENO,GABRIEL,"MIQUILARENO, G.",182,3:2,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,2
11/12/2025,LOCAL,VEN,BRA,14,GUTIERREZ,KEVIN,"GUTIERREZ, K.",1823,30:23,6,1,4,25.0,1,4,25.0,1,2,50.0,4,1,5,1,0,1,1,0,2,1,5,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,-21
11/12/2025,LOCAL,VEN,BRA,18,ANILLO,WILLIAMS,"ANILLO, W.",851,14:11,6,2,2,100.0,0,3,0.0,2,3,66.7,0,0,0,0,4,1,0,0,2,2,5,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,-8
11/12/2025,LOCAL,VEN,BRA,20,MONTERO,ISAAC,"MONTERO, I.",727,12:7,0,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,0,1,0,1,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,-2
11/12/2025,LOCAL,VEN,BRA,23,NIÑO,SAMUEL,"NIÑO, S.",1817,30:17,9,3,7,42.9,0,1,0.0,3,6,50.0,4,3,7,2,0,1,0,0,3,3,9,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,-10
11/12/2025,LOCAL,VEN,BRA,26,SOTO,DIEGO,"SOTO, D.",110,1:50,4,1,1,100.0,0,0,0.0,2,2,100.0,0,0,0,0,1,1,0,0,1,1,4,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,0
11/12/2025,LOCAL,VEN,BRA,51,CARRIZO,JOSE,"CARRIZO, J.",0,0:0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,0
11/12/2025,VISITANTE,BRA,VEN,2,MATHIAS,CAIO,"MATHIAS, C.",461,7:41,3,0,0,0.0,1,2,50.0,0,0,0.0,2,1,3,0,0,1,0,0,3,1,4,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,0
11/12/2025,VISITANTE,BRA,VEN,3,NASCIMENTO,MATHEUS,"NASCIMENTO, M.",755,12:35,3,0,2,0.0,1,2,50.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,2,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,0
11/12/2025,VISITANTE,BRA,VEN,6,ALVES,PEDRO,"ALVES, P.",896,14:56,2,0,1,0.0,0,0,0.0,2,6,33.3,4,1,5,0,0,1,1,0,1,3,2,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,3
11/12/2025,VISITANTE,BRA,VEN,8,FERNANDES,JOAO GABRIEL,"FERNANDES, J.",677,11:17,0,0,0,0.0,0,6,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,-5,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,-5
11/12/2025,VISITANTE,BRA,VEN,10,MELO,PIETRO,"MELO, P.",1636,27:16,23,4,5,80.0,5,10,50.0,0,0,0.0,2,0,2,3,1,1,0,0,3,2,22,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,24
11/12/2025,VISITANTE,BRA,VEN,11,BANDIERA,JOÃO,"BANDIERA, J.",281,4:41,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,2,0,0,0,1,-3,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,-9
11/12/2025,VISITANTE,BRA,VEN,14,NEVES,JOAO,"NEVES, J.",1583,26:23,11,3,6,50.0,1,5,20.0,2,2,100.0,9,2,11,7,0,2,1,0,0,1,21,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,20
11/12/2025,VISITANTE,BRA,VEN,25,SOUZA,PEDRO,"SOUZA, P.",1765,29:25,21,8,12,66.7,1,5,20.0,2,2,100.0,5,2,7,2,0,1,0,0,2,2,21,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,15
11/12/2025,VISITANTE,BRA,VEN,33,FERREIRA,CRISTIAN,"FERREIRA, C.",1405,23:25,2,1,4,25.0,0,0,0.0,0,4,0.0,6,2,8,2,1,1,1,0,2,3,6,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,11
11/12/2025,VISITANTE,BRA,VEN,45,SANTOS,ISAIAH,"SANTOS, I.",1134,18:54,13,4,8,50.0,1,5,20.0,2,2,100.0,6,6,12,0,1,2,1,0,0,1,17,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,-4
11/12/2025,VISITANTE,BRA,VEN,50,SANTOS,EDUARDO,"SANTOS, E.",1407,23:27,16,7,9,77.8,0,3,0.0,2,3,66.7,7,3,10,0,0,1,1,0,0,2,20,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,1,20
11/12/2025,VISITANTE,BRA,VEN,99,DE RINALDE,JOÃO MARCELO,"DE RINALDE, J.",0,0:0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,"Estadio Primero de Marzo, Asunción",125530,Grupo B,0,0
12/12/2025,LOCAL,PAR,BRA,3,RADICE,ROBERTO,"RADICE, R.",948,15:48,12,1,2,50.0,2,4,50.0,4,6,66.7,1,1,2,0,0,0,0,0,1,3,9,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,-25
12/12/2025,LOCAL,PAR,BRA,5,VERA,LUIS,"VERA, L.",1522,25:22,4,1,3,33.3,0,4,0.0,2,2,100.0,3,0,3,3,1,1,4,0,2,2,8,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,-52
12/12/2025,LOCAL,PAR,BRA,6,TALAVERA,ALEJANDRO,"TALAVERA, A.",1069,17:49,8,4,5,80.0,0,3,0.0,0,0,0.0,1,0,1,1,2,4,0,0,2,1,4,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,-21
12/12/2025,LOCAL,PAR,BRA,7,IRALA,MATEO,"IRALA, M.",1473,24:33,0,0,2,0.0,0,0,0.0,0,2,0.0,4,2,6,2,1,6,1,0,0,1,0,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,-45
12/12/2025,LOCAL,PAR,BRA,9,VAZQUEZ,JUAN,"VAZQUEZ, J.",867,14:27,3,0,1,0.0,1,2,50.0,0,0,0.0,0,0,0,1,2,4,0,0,0,2,0,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,-35
12/12/2025,LOCAL,PAR,BRA,10,DOMINGUEZ,EVERT,"DOMINGUEZ, E.",1003,16:43,10,2,3,66.7,2,4,50.0,0,1,0.0,0,0,0,0,1,3,0,0,0,2,4,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,-21
12/12/2025,LOCAL,PAR,BRA,14,ESCURRA,MAURICIO,"ESCURRA, M.",1104,18:24,4,1,3,33.3,0,4,0.0,2,2,100.0,1,0,1,0,2,1,0,0,2,2,0,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,-26
12/12/2025,LOCAL,PAR,BRA,15,HACHEN,RICHARD,"HACHEN, R.",520,8:40,0,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,1,0,0,5,1,-2,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,-24
12/12/2025,LOCAL,PAR,BRA,21,GONZALEZ,NESTOR,"GONZALEZ, N.",1004,16:44,0,0,6,0.0,0,3,0.0,0,0,0.0,1,1,2,0,0,1,0,0,0,3,-8,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,-32
12/12/2025,LOCAL,PAR,BRA,34,GIMENEZ,MAXIMILIANO,"GIMENEZ, M.",74,1:14,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,-4
12/12/2025,LOCAL,PAR,BRA,55,MOLINAS,JOSE,"MOLINAS, J.",1277,21:17,4,2,6,33.3,0,0,0.0,0,0,0.0,1,0,1,0,0,2,1,0,2,0,0,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,-23
12/12/2025,LOCAL,PAR,BRA,81,CUELLAR,EZEQUIEL,"CUELLAR, E.",1139,18:59,2,1,4,25.0,0,1,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,-42
12/12/2025,VISITANTE,BRA,PAR,2,MATHIAS,CAIO,"MATHIAS, C.",1269,21:9,11,2,3,66.7,2,6,33.3,1,1,100.0,0,1,1,0,1,2,0,0,1,1,6,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,34
12/12/2025,VISITANTE,BRA,PAR,3,NASCIMENTO,MATHEUS,"NASCIMENTO, M.",976,16:16,7,2,2,100.0,1,3,33.3,0,0,0.0,2,2,4,2,2,2,0,0,1,0,11,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,20
12/12/2025,VISITANTE,BRA,PAR,6,ALVES,PEDRO,"ALVES, P.",992,16:32,0,0,1,0.0,0,0,0.0,0,0,0.0,3,0,3,1,0,2,2,0,4,1,3,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,19
12/12/2025,VISITANTE,BRA,PAR,8,FERNANDES,JOAO GABRIEL,"FERNANDES, J.",1459,24:19,16,2,5,40.0,4,9,44.4,0,0,0.0,2,2,4,5,0,0,0,0,2,0,17,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,41
12/12/2025,VISITANTE,BRA,PAR,10,MELO,PIETRO,"MELO, P.",1035,17:15,16,2,2,100.0,4,8,50.0,0,0,0.0,3,0,3,3,0,2,0,0,0,0,16,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,26
12/12/2025,VISITANTE,BRA,PAR,11,BANDIERA,JOÃO,"BANDIERA, J.",1071,17:51,4,2,4,50.0,0,2,0.0,0,0,0.0,4,2,6,3,3,1,1,0,0,0,12,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,30
12/12/2025,VISITANTE,BRA,PAR,14,NEVES,JOAO,"NEVES, J.",634,10:34,6,3,5,60.0,0,0,0.0,0,0,0.0,1,2,3,1,0,2,0,0,1,0,6,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,17
12/12/2025,VISITANTE,BRA,PAR,25,SOUZA,PEDRO,"SOUZA, P.",885,14:45,10,4,6,66.7,0,2,0.0,2,3,66.7,4,0,4,8,1,2,0,0,0,2,16,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,39
12/12/2025,VISITANTE,BRA,PAR,33,FERREIRA,CRISTIAN,"FERREIRA, C.",713,11:53,9,3,5,60.0,0,0,0.0,3,6,50.0,1,4,5,0,2,0,1,0,2,4,12,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,28
12/12/2025,VISITANTE,BRA,PAR,45,SANTOS,ISAIAH,"SANTOS, I.",1330,22:10,18,5,8,62.5,1,3,33.3,5,6,83.3,6,5,11,3,2,1,0,0,0,4,27,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,44
12/12/2025,VISITANTE,BRA,PAR,50,SANTOS,EDUARDO,"SANTOS, E.",882,14:42,12,3,7,42.9,1,2,50.0,3,3,100.0,5,3,8,1,1,1,0,0,2,3,16,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,1,29
12/12/2025,VISITANTE,BRA,PAR,99,DE RINALDE,JOÃO MARCELO,"DE RINALDE, J.",754,12:34,8,4,6,66.7,0,0,0.0,0,0,0.0,6,4,10,0,0,1,1,0,4,0,16,1,"Estadio Primero de Marzo, Asunción",125531,Grupo B,0,23
12/12/2025,LOCAL,CHI,VEN,0,MUSRRI,LUIS,"MUSRRI, L.",1003,16:43,7,2,4,50.0,1,3,33.3,0,3,0.0,1,0,1,2,0,1,0,0,4,3,2,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,-13
12/12/2025,LOCAL,CHI,VEN,1,PACHANO,GABRIEL,"PACHANO, G.",1300,21:40,3,0,3,0.0,1,2,50.0,0,0,0.0,1,0,1,2,0,1,0,0,1,0,1,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,-9
12/12/2025,LOCAL,CHI,VEN,2,LA RIVERA,TOMAS,"LA RIVERA, T.",1659,27:39,13,2,3,66.7,3,5,60.0,0,0,0.0,1,0,1,0,0,1,0,0,4,0,10,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,-22
12/12/2025,LOCAL,CHI,VEN,3,CASTRO,MATEO,"CASTRO, M.",595,9:55,2,1,1,100.0,0,0,0.0,0,1,0.0,1,0,1,1,1,1,1,0,0,1,4,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,-1
12/12/2025,LOCAL,CHI,VEN,4,HITSCHFELD,MATHIAS,"HITSCHFELD, M.",479,7:59,3,0,0,0.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,-7
12/12/2025,LOCAL,CHI,VEN,7,PINO,TOMAS,"PINO, T.",280,4:40,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,0,-1,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,-12
12/12/2025,LOCAL,CHI,VEN,8,ECHEVERRIA,AGUSTIN,"ECHEVERRIA, A.",141,2:21,0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,-3,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,-6
12/12/2025,LOCAL,CHI,VEN,9,STUARDO,PEDRO,"STUARDO, P.",1439,23:59,2,1,3,33.3,0,4,0.0,0,0,0.0,5,0,5,5,3,2,1,0,5,1,8,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,-3
12/12/2025,LOCAL,CHI,VEN,10,SARAVIA,FRANCISCO,"SARAVIA, F.",2028,33:48,22,5,11,45.5,2,6,33.3,6,8,75.0,4,0,4,3,1,3,1,0,1,4,16,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,-2
12/12/2025,LOCAL,CHI,VEN,11,DONOSO,PEDRO,"DONOSO, P.",279,4:39,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,-8
12/12/2025,LOCAL,CHI,VEN,15,VELÁSQUEZ,MATEO,"VELÁSQUEZ, M.",1825,30:25,10,3,3,100.0,1,1,100.0,1,2,50.0,5,2,7,2,2,1,1,0,0,2,20,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,-10
12/12/2025,LOCAL,CHI,VEN,17,QUEZADA,MAXIMILIANO,"QUEZADA, M.",972,16:12,2,1,2,50.0,0,0,0.0,0,0,0.0,3,1,4,1,1,1,1,0,0,0,7,0,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,-2
12/12/2025,VISITANTE,VEN,CHI,2,TORRES,DEIKER,"TORRES, D.",1367,22:47,16,5,6,83.3,1,4,25.0,3,4,75.0,0,0,0,7,0,0,0,0,3,3,18,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,16
12/12/2025,VISITANTE,VEN,CHI,3,VASQUEZ,JULIO,"VASQUEZ, J.",1276,21:16,5,0,3,0.0,1,3,33.3,2,2,100.0,2,0,2,2,2,0,1,0,2,2,7,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,11
12/12/2025,VISITANTE,VEN,CHI,4,SEGOVIA,RICHARD,"SEGOVIA, R.",939,15:39,4,1,3,33.3,0,1,0.0,2,2,100.0,2,0,2,2,1,3,0,0,0,0,3,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,3
12/12/2025,VISITANTE,VEN,CHI,7,LARA,JOSE,"LARA, J.",1762,29:22,17,4,8,50.0,3,7,42.9,0,0,0.0,6,2,8,3,0,0,0,0,1,1,20,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,8
12/12/2025,VISITANTE,VEN,CHI,9,PERDOMO,JUAN,"PERDOMO, J.",1138,18:58,8,1,1,100.0,1,5,20.0,3,3,100.0,1,0,1,1,0,1,0,0,0,1,5,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,16
12/12/2025,VISITANTE,VEN,CHI,12,MIQUILARENO,GABRIEL,"MIQUILARENO, G.",0,0:0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,0
12/12/2025,VISITANTE,VEN,CHI,14,GUTIERREZ,KEVIN,"GUTIERREZ, K.",1774,29:34,15,6,7,85.7,0,0,0.0,3,4,75.0,10,0,10,2,0,3,1,0,1,5,23,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,19
12/12/2025,VISITANTE,VEN,CHI,18,ANILLO,WILLIAMS,"ANILLO, W.",1423,23:43,7,0,0,0.0,1,4,25.0,4,4,100.0,4,0,4,1,1,1,1,0,1,2,10,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,10
12/12/2025,VISITANTE,VEN,CHI,20,MONTERO,ISAAC,"MONTERO, I.",469,7:49,2,1,1,100.0,0,0,0.0,0,0,0.0,2,1,3,0,0,2,1,0,0,0,4,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,5
12/12/2025,VISITANTE,VEN,CHI,23,NIÑO,SAMUEL,"NIÑO, S.",1015,16:55,3,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0,1,0,0,0,0,3,1,2,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,1,-3
12/12/2025,VISITANTE,VEN,CHI,26,SOTO,DIEGO,"SOTO, D.",837,13:57,6,3,4,75.0,0,0,0.0,0,0,0.0,1,0,1,2,3,2,0,0,0,1,9,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,10
12/12/2025,VISITANTE,VEN,CHI,51,CARRIZO,JOSE,"CARRIZO, J.",0,0:0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,"Estadio Primero de Marzo, Asunción",125532,Grupo B,0,0
13/12/2025,LOCAL,COL,PAR,4,SANCHEZ,ALEJANDRO,"SANCHEZ, A.",1449,24:9,14,3,3,100.0,2,6,33.3,2,2,100.0,0,0,0,1,0,2,0,0,3,1,9,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,0,2
13/12/2025,LOCAL,COL,PAR,5,RESTREPO,LEONARDO,"RESTREPO, L.",1737,28:57,3,1,4,25.0,0,8,0.0,1,2,50.0,4,1,5,0,3,3,0,0,0,1,-4,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,1,-19
13/12/2025,LOCAL,COL,PAR,6,BROWN,SALOMON,"BROWN, S.",197,3:17,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,0,-6
13/12/2025,LOCAL,COL,PAR,7,BERNAL,MATTHEW,"BERNAL, M.",1971,32:51,19,9,15,60.0,0,5,0.0,1,2,50.0,8,3,11,1,0,2,0,0,2,2,17,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,1,-10
13/12/2025,LOCAL,COL,PAR,8,SUAREZ,EZEKIEL,"SUAREZ, E.",1072,17:52,7,2,2,100.0,1,4,25.0,0,0,0.0,2,1,3,2,1,1,1,0,3,1,10,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,0,6
13/12/2025,LOCAL,COL,PAR,10,MATEUS,ANDRES,"MATEUS, A.",1076,17:56,3,0,0,0.0,0,0,0.0,3,4,75.0,9,0,9,0,1,0,1,0,0,2,13,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,1,1
13/12/2025,LOCAL,COL,PAR,14,CAICEDO,YANSEM,"CAICEDO, Y.",920,15:20,4,2,4,50.0,0,3,0.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,1,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,1,-2
13/12/2025,LOCAL,COL,PAR,24,HERNANDEZ,ANDRES,"HERNANDEZ, A.",1039,17:19,8,1,4,25.0,2,4,50.0,0,0,0.0,3,0,3,2,0,2,0,0,2,0,6,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,0,4
13/12/2025,LOCAL,COL,PAR,32,RIOS,SANTIAGO,"RIOS, S.",555,9:15,2,1,1,100.0,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,0,-1
13/12/2025,LOCAL,COL,PAR,59,BETANCURT,JULIAN,"BETANCURT, J.",808,13:28,2,1,6,16.7,0,1,0.0,0,0,0.0,3,1,4,2,0,1,0,0,4,1,1,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,1,5
13/12/2025,LOCAL,COL,PAR,83,OROZCO,ANGEL,"OROZCO, A.",1176,19:36,4,2,5,40.0,0,0,0.0,0,0,0.0,3,2,5,1,1,1,3,0,2,1,10,0,"Estadio Primero de Marzo, Asunción",130826,5°-8° puesto,0,-5
