IdPartido,Fecha,Equipo_local,Equipo_visitante,Local,Equipo,personId,firstName,lastName,Dorsal,Periodo,Tipo,Resultado,Zona,x,y
130879,01/06/2026,USA,ARG,False,ARG,408872,Bautista,Gobetti,6,4,TIRO3,FALLADO,,9,11
130879,01/06/2026,USA,ARG,True,USA,410526,Davion,Thompson,6,4,TIRO3,FALLADO,,40,141
130879,01/06/2026,USA,ARG,True,USA,416447,Demarcus,Henry,14,4,TIRO2,CONVERTIDO,,138,28
130879,01/06/2026,USA,ARG,False,ARG,362126,Benjamin,Pettovello,32,4,TIRO2,CONVERTIDO,,136,49
130879,01/06/2026,USA,ARG,True,USA,416558,Quentin,Coleman,11,4,TIRO3,FALLADO,,152,173
130879,01/06/2026,USA,ARG,False,ARG,362126,Benjamin,Pettovello,32,4,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,362126,Benjamin,Pettovello,32,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410509,Bruce,Branch III,8,4,TIRO3,FALLADO,,267,22
130879,01/06/2026,USA,ARG,True,USA,416519,Jasiah,Jervis,9,4,TIRO3,FALLADO,,270,25
130879,01/06/2026,USA,ARG,False,ARG,409023,Joaquin,Celiz,9,4,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,416460,Ethan,Taylor,15,4,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,True,USA,416460,Ethan,Taylor,15,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,408857,Joaquin,Caumo,10,4,TIRO2,CONVERTIDO,,123,30
130879,01/06/2026,USA,ARG,True,USA,416453,Malachi,Jordan,5,4,TIRO2,CONVERTIDO,,163,32
130879,01/06/2026,USA,ARG,True,USA,416519,Jasiah,Jervis,9,4,TIRO2,FALLADO,,157,40
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,4,TIRO2,CONVERTIDO,,153,37
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,409023,Joaquin,Celiz,9,4,TIRO2,CONVERTIDO,,151,33
130879,01/06/2026,USA,ARG,True,USA,410530,Darius,Wabbington,13,4,TIRO2,CONVERTIDO,,152,32
130879,01/06/2026,USA,ARG,True,USA,410526,Davion,Thompson,6,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,True,USA,410526,Davion,Thompson,6,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,409023,Joaquin,Celiz,9,4,TIRO3,FALLADO,,73,163
130879,01/06/2026,USA,ARG,True,USA,416447,Demarcus,Henry,14,4,TIRO3,FALLADO,,4,43
130879,01/06/2026,USA,ARG,False,ARG,408871,Manuel,Hernandez,4,4,TIRO2,CONVERTIDO,,159,31
130879,01/06/2026,USA,ARG,True,USA,416453,Malachi,Jordan,5,4,TIRO1,CONVERTIDO,,0,0
130879,01/06/2026,USA,ARG,True,USA,416453,Malachi,Jordan,5,4,TIRO1,FALLADO,,0,0
130879,01/06/2026,USA,ARG,False,ARG,408871,Manuel,Hernandez,4,4,TIRO3,FALLADO,,275,28
130877,01/06/2026,BRA,MEX,True,BRA,330039,Joao,Neves,14,1,TIRO2,CONVERTIDO,,151,35
130877,01/06/2026,BRA,MEX,False,MEX,369235,Adrien,Porras,12,1,TIRO2,FALLADO,,214,38
130877,01/06/2026,BRA,MEX,True,BRA,330047,Pedro,Souza,11,1,TIRO3,CONVERTIDO,,7,32
130877,01/06/2026,BRA,MEX,False,MEX,377100,Ayrton,Vallejo,24,1,TIRO3,FALLADO,,14,84
130877,01/06/2026,BRA,MEX,False,MEX,369235,Adrien,Porras,12,1,TIRO2,CONVERTIDO,,138,37
130877,01/06/2026,BRA,MEX,True,BRA,330047,Pedro,Souza,11,1,TIRO2,FALLADO,,127,49
130877,01/06/2026,BRA,MEX,True,BRA,393861,Michael,Pereira,15,1,TIRO2,FALLADO,,145,50
130877,01/06/2026,BRA,MEX,True,BRA,405101,Pietro,Melo,10,1,TIRO2,CONVERTIDO,,136,40
130877,01/06/2026,BRA,MEX,False,MEX,377234,Yair,Olano,10,1,TIRO2,CONVERTIDO,,144,34
